EXPMUESTRA;BIG4;ACTIVOS;UTILIDAD;VTAS;PAT;RAMA
12072;0;8093929,63;699067,2;10398976,74;4245773,62;C
13369;0;9155790,7;391582,5;8406658,5;2069411,73;G
14035;0;6911594,54;946325,36;26176730,51;1550764,16;J
14539;0;11184725,57;1037874,29;17644443,89;5260568,38;C
14788;0;5314042,46;134367,52;6253962,84;2647632,9;C
16121;0;7347694,62;701565,25;13290060,98;5295425,77;G
16764;0;5221821,7;346385,78;8528358,18;3004442,15;G
17559;0;7656809,78;266577,51;8186788,73;1707774,36;M
17624;0;20696823,22;509050,26;16372740,48;6159003,4;B
17923;0;21687261,01;690582,02;39223641,35;8390830,51;G
18128;1;9029881,53;135566,96;10066718,41;4027539,42;G
18145;0;7275389,02;749819,79;9017958,23;1499809,38;M
18220;0;4977406,69;130121,07;8825396,77;1646589,37;G
18586;0;4415235,67;-67907,07;6433720,54;2170986,65;A
18995;0;3948629,4;569745,03;6666292,67;1543011,23;C
19206;0;13019539,09;446131,93;16402867,42;4447293,03;G
19566;0;5255756,12;104790,51;9185581,23;2273012,15;F
19582;1;25852668,7;367564,83;24443859,22;15898851,43;A
19707;0;14304134,14;726267,68;21030813,28;4924583,08;G
19870;0;4650636,76;48876,49;18363508,79;470860,86;G
19880;0;28327845,24;51681,46;35227277,75;12461990,83;A
20090;0;141716252,5;1211703,14;76520350,26;39176524,06;A
20616;0;20004227,77;433153,49;21919682,42;6434369,05;C
21465;0;40926657,75;4457342,31;57849245,06;21990797,01;C
22012;0;3761769,97;-49607,47;8042781,06;962661,68;G
22099;0;4133473,1;35725,76;6407591,91;821650,05;G
22302;0;6820706,79;213123,9;10709570,09;2562851,11;C
22656;0;8447212,55;619394,67;13135572,57;4200942,13;C
23941;0;2262079,02;-467204,47;5099021,52;160743,84;I
24009;0;9144198,03;33081,47;26595626,52;1886229,04;G
24234;0;7422985,44;380615,98;9195740,59;3257495,82;C
24759;0;4510370,71;-104933,8;7346326,87;1389110,11;G
26611;0;12948142,22;972746,43;14325277,17;4976363,02;G
26636;0;4964179,91;64644,24;9492399,23;633737,62;G
27573;0;2150293,13;57407,31;5669702;667726,2;N
28444;0;3167244,29;241353,71;5837767,85;1186551,27;C
28471;0;2195836,48;405274,56;5621729,43;813758,15;G
30045;0;7424021,9;1451708,59;5854590,35;4932710,8;C
30062;0;120521383,1;10832937,48;198358812,3;39944350,24;G
30514;0;125290087,8;11201755,7;175348950,7;28279269,58;G
30917;0;10530495,48;2300423,14;16711148,19;7487492,44;C
30927;0;40034736,97;2860530,02;41759328,73;10406228,78;C
30984;0;31198779,95;1546853,39;35686330,75;11641689,15;G
30990;0;32275043,24;1002439,2;35623305,46;16021675,87;G
31450;0;4255411,13;40226,93;5154893,13;569495,25;G
31552;0;2156708,22;121576,65;6184018,54;1680034,5;G
31720;0;7220312,4;437718,27;16097135,08;4002153,62;G
32466;0;13719737,63;124474,63;5695221,58;10787246,54;C
32688;0;32669217,36;-190827,82;8393091,95;13249817,24;Q
33437;1;9218772,5;118170,39;70724992,06;1278642,43;G
33544;0;4070144,66;721553,17;7074291,68;1616058,71;G
34175;0;11858623;1339513;33395605,64;3710459;C
34261;0;4234120,61;70098,08;9609469,99;1924024,12;C
34611;0;23669290,43;554058,2;12347475,59;14688515,44;A
34903;0;17440572,57;342492,74;40196206,2;6824985,37;A
35622;0;2130042,46;108300,41;6004431,84;1179752,32;G
35741;0;9095312,94;88417,3;24032029,51;2281595,11;G
36049;0;15357084,7;573629,43;13192524,31;6406759,28;C
36440;0;9471437,67;60510,87;11155992,59;547027,38;G
37168;0;2450154,09;64676,76;9663056,62;928757,49;G
37288;0;18312971,32;1489606,62;23701486,71;9431959,69;F
37716;0;3051064,56;53911,66;5788430,71;384426,42;G
38048;0;6830896,85;46935,42;6367959,05;2682973,9;F
38370;0;4698199,57;-108567,34;9830805,86;2235910,6;B
38469;0;8292945,95;2489014,54;11426953,45;3146962,95;B
39412;0;3445334,98;110360,55;5126815,26;1135001,31;A
39676;0;1229130,85;72793,82;6171030,16;108093,67;G
40185;1;153905369,3;2727889,05;17020633,02;125212045,1;L
40423;0;7615235,63;326119,01;6377075,06;3222242,63;C
40593;0;1469750,17;331921,51;5169589,94;807643,6;K
41738;0;17383416,45;240686,89;7552190,92;8311006,55;P
41782;0;5827985,75;311059,36;11953716,89;2244996,05;G
42832;0;5198407,39;426191,96;9370745,49;1750450,91;M
43310;0;25527791,23;1375266,87;71732806,1;8185851,78;G
43739;0;43244737,46;3806191,46;61918102,33;24628494,89;J
43905;0;6274069,94;158296,74;6369490,39;2466150,98;C
45042;0;6310485,58;3375,66;6076830,86;4427991,06;A
45074;1;11097245,67;450747,4;12537726,78;5264717,4;J
45178;0;10468672,22;536876,88;13974268,51;4312093,56;A
45318;0;3861531,16;130391,37;6464136,13;892957,43;C
45383;1;32693075,92;3638457,9;93115856,42;15842674,41;C
45420;0;6262649,72;1275123;5875193,18;2768218,75;H
45693;0;41807951,89;1709327,92;30608365,81;13742984,03;G
45726;0;3426391,59;151556,21;6409974,13;1866946,64;C
45845;0;11133737,15;287709,09;10283290,82;4414054,65;A
46185;0;3544296,09;397989,31;10881645,07;1974032,7;C
46189;0;14526821,88;1206400,94;12281187,51;5015805,93;C
46322;0;5567994,48;39252,8;5569483,19;1810453,22;C
46378;0;15838177,24;3063591,31;21675590,21;7996031,54;C
46388;1;3848297,14;698757,01;6385116,1;2503331,27;G
46504;0;8169444,37;232755,78;7457629,64;221338,31;G
47290;1;57064895,75;3359954,35;9149017,71;44047471,24;L
47410;0;1128291,63;53125,58;5920363,63;585369,82;M
47598;0;23507401,27;266370,5;18555609,14;7137608,53;C
47928;1;4104438,49;214280,34;6031876,62;1834696;G
47945;0;21918629,98;-1178750,59;28368902,6;10471396,44;G
48001;1;9195535,94;1117841,55;15598186,15;6665349,94;G
48145;0;28058128,89;2843165,51;94380376,17;7589156,64;G
48510;0;25288459,09;-140542,25;25374410,63;353823,75;G
48638;1;39602984,77;2515857,47;20222475,95;13986490,27;N
48751;0;6531179,21;484787,12;9525730,12;1838409,29;G
48909;0;4897999,56;43293,68;11608504,92;393629,15;G
49202;0;4580198,36;68964,51;7477894,99;296786,58;G
49658;0;4942368,17;642188,76;16976569;832795,73;G
49667;0;147924950;5668947,64;217260872,5;17234398,51;F
49769;1;133119488,2;17963258,63;255258318,6;48253104,32;C
49850;1;14218876,83;1390310,01;42936476,33;3137910,21;M
50064;1;7347230,75;168478,65;11112034,85;2529534,23;G
50460;0;3422797,09;360922,56;6623284,33;1953576,71;N
50875;0;3850164,74;877891,09;10980021,16;1393985,37;M
51044;0;4824313,82;503951,81;27389798,32;1150409,66;G
51193;0;4130483,42;455759,37;8670153,28;1858989,69;G
51316;1;35955344,24;5050721,78;5656580,93;32178883,02;K
52120;0;2372648,48;267753,25;5592418,87;968166,37;F
53193;1;11225446,56;124066,19;6456431,76;169301,68;G
53352;1;8015242,08;962740,65;9629557,43;5509284,69;J
53800;0;2709964,51;531240,69;7437758,38;985537,94;F
53848;0;23147155,79;2881159,73;40374441,5;11714195,01;B
54010;0;16707793,47;375382,41;22285917,64;4031054,98;G
54060;0;34564629,29;2019838,89;81974235,58;14182930,79;F
54162;1;22738279,66;6171082,18;25430370,88;14922444,31;A
55179;0;5298674,03;30413,3;7821889,52;621531,12;G
55311;0;7815976,79;204765,32;10086656,98;3140385,44;G
56722;0;6950296,38;76061,82;7770744,74;846362,05;G
56933;0;7085607,03;-551895,38;27312465;1066473,78;G
58870;0;19711601,01;1420406,63;95220497,87;4782330,62;G
59889;0;8157559,58;506609,34;8093772,8;6176272,08;C
60745;1;17064130,73;2922391,35;33964310,24;3147026,73;E
66712;1;88508305,59;6350215,28;39942100,98;69769320,91;D
66764;0;29312596,81;1823075,17;39023459,36;10144541,42;C
67039;0;4816691,74;69456,39;25326906,4;966214,81;M
68608;0;59171017,57;173229,26;65997873,22;5627644,76;G
70440;0;6869168,45;53975,88;6294876,82;91404,46;G
71109;0;5275583,4;241415,63;6470600,97;1372270,7;G
71876;1;35044705,67;2759876,97;9776390,46;15302610,71;B
72096;0;8473528,06;46178,55;8515617,47;3154481;A
72725;0;13601591,28;445127,92;34325016,74;5941020,85;G
74021;1;5420934,42;498897,87;12581158,93;1285505,57;G
81686;0;1434086,55;182685,64;7019339,64;576535,14;F
81724;1;11009117,35;651687,97;12389013,58;3727295,27;E
82414;0;4378019,22;545461,61;6719778,87;2458940,09;H
82894;0;7821290,68;63952,68;5531525,29;3212828,01;N
83682;0;66892580,36;1605141,89;43951733,97;5247361,77;L
84402;0;7879661,11;183434,72;5252716,29;1502180,99;F
84684;0;3506163,19;741082,5;8730836,06;1587907,32;G
85025;1;12838949,72;1409501,55;19589504,08;8815713,94;J
85068;1;17398041,94;3003125,14;16082307,19;14347998,43;B
85241;0;7490793,86;661462,08;20477464,73;1696353,44;A
85274;0;3107189,18;107901,21;5841661,02;435594,29;G
85790;0;5827742,07;-356747,79;7344436,16;2640167,05;G
86185;1;444510865;48750763;185941715;286010697;B
86647;0;1283644,76;427059,9;6719737,06;427539,9;S
86990;0;2230990,74;474811,92;7204887,54;1372114,46;G
87084;1;42151437,01;3993756,8;32032514,56;28445549;B
87185;1;228605910,1;28865837,5;427699922,4;64559739,44;C
87271;1;5416987,23;498774,22;6837430,52;3514946,66;I
87590;1;30228670,36;9374297,75;33294270,23;16393406,05;B
87605;1;8429209,6;1676081,89;7486016,39;2907917,74;K
88094;0;1995394,94;105431,5;6136092,56;879824,36;G
88675;1;79640090,06;6381725,46;292226401,7;14941374,21;G
88755;0;1289084,48;39406,58;8171338,11;229256,04;C
89221;0;4910452,22;253923,06;27289673,85;699401,92;G
89850;0;30471300,84;1110089,93;11539937,75;13741881,83;A
89892;0;29392529,52;1166542,95;82678907,89;8972557,14;G
90090;1;16453524,81;888481,02;10575802,71;7668476,78;P
90471;1;6440595,05;619173,27;17462034,32;3213904,5;G
90627;0;21739878,04;4539844,03;24301961,46;7844643,05;B
90688;0;31605478,78;3921682,78;47961631,42;10203470,97;F
90829;1;43952119,47;5952918,53;28263090,04;27293177,94;B
90998;0;8289389,09;1750628,16;15001303,56;3248897,21;C
91059;0;1802698,07;-404330,79;5825770,06;175814,25;H
91788;0;74586171,25;-14074257,21;237185863,1;2924706,79;H
91812;0;6238453,86;64885,13;12858588,52;1470713,15;G
92286;0;2151541,55;362193,94;5040480,35;553769,99;G
92307;1;7076098,5;1593466,88;8487966,54;4940285,71;B
92622;0;3491310,82;-268233,06;9493254,72;1375043,07;G
92662;0;27170898,52;303358,47;10737403,28;2539277,81;G
93054;0;6852820,4;189048,88;5300064,05;1837473,88;G
93235;0;2700367,84;53513,84;5008220,14;230035,98;M
93265;0;10744987,92;2122810,58;11283028,48;7042946,46;C
93322;0;7408952,22;-1468866,2;7492741,6;1038523,42;G
93391;1;152588659,4;2681557,89;102834740,7;5420614,86;G
93642;1;22692443,24;1408382,72;41211079,68;6653648,45;G
93937;0;6031533,9;457632,52;18122838,33;2074172,1;G
94104;0;2583310,54;321269,87;5121532,98;2149077,26;J
94326;0;2799027,7;237850,02;43087489,03;302855,41;G
95012;0;10897984,48;1814138,25;9603382,4;5125988,34;G
96120;0;5831901,05;524982,2;29093349,69;1645249,12;C
96712;0;3747280,14;21716,78;5112284,8;83884,85;G
99022;0;3607721,56;236305,77;5639699,96;968688,63;C
100121;0;21052702,08;-122898,48;132585022,1;1577764,07;G
100464;0;4230484,4;227227,64;8395432,66;661622,27;G
100526;1;163175929,3;22812512,64;125021058,5;118283368,6;C
100731;0;10356363,04;482451,8;14890218,29;4815584,47;G
100901;0;9398890,73;1063045,3;5177771,65;7098786,19;A
101055;0;5951445,66;995511,92;28149392,82;1176836,77;F
101348;0;6113310;137168,77;8716182,6;1252893,55;C
101995;0;3032437,92;275164,67;7571664,29;1197255,34;C
102434;0;23975815,91;790265,56;40612648,81;8754369,36;A
103654;0;19914843,73;264112,25;12590533;4884159,85;J
103998;0;7566865,1;442784,38;34512529,16;4067453,45;G
105020;0;16938715,33;531576,46;63212535,05;9730080,89;C
105418;0;4067769,5;23839,71;6285375,38;535755,07;G
107291;0;3439186,81;203291,93;5909274,05;1152553,43;C
107624;0;23065425,14;2521022,78;9382907,66;3867027,76;N
107901;0;2251327,07;-19146,45;11143676,12;150510,88;G
108421;0;3965261,32;213534,24;10123227,42;952450,46;G
109143;0;3556134,45;84603,97;6049125,74;254418,94;G
109160;0;4807025,9;1347898,54;7474798,56;2200192,84;B
110178;0;3115401,4;157932,71;6150041,68;928327,2;G
110610;0;3368348,76;773007,16;7404629,36;1554635,34;G
112940;0;6480165,13;1710751,94;12599799,32;2498680,35;J
114469;1;98583374,81;9020430,9;62951377,63;31682561,34;H
116421;0;1135886,19;4737,79;6669385,38;99878,92;H
116928;0;3631906,11;63762,89;6617239,61;1491671,27;G
117439;0;3326974,84;1786,11;8222967,31;1167993,37;G
119768;0;4261665,2;120897,76;9063415,33;671858,09;G
120075;0;7374045,34;454843,92;20276127,74;476547,99;M
121393;0;5880584,76;270667,59;15205561,09;2977274,1;G
121714;0;20445563,89;342774,84;5647386,01;2476640,14;L
121748;0;2874846,14;324475,19;5355068,04;824461,99;L
121981;0;6998036,02;-123709,69;5538489,26;755417,18;A
122161;0;3284831,21;-582635,95;15667920,21;960676,5;H
124031;1;2182403,04;834626,12;8931431,56;1338860,81;N
124825;0;163722497,5;886035,83;9104358,36;6113523,55;L
124999;0;2009163,34;22222,39;11921422,56;202823,8;I
126633;1;9699483,23;1431981,25;12827936,14;8134453,63;C
126760;1;344465351,6;27474259,83;147006975,7;101732619,3;H
128544;0;4302897,35;314699,72;10416650,35;1055741,23;G
128546;0;23662613,43;339444,41;12384322,96;10881129,19;G
130081;0;5523963,11;95618,5;9079193,88;108041,96;F
130455;0;25534199,38;158162,17;21805448,03;3544973,08;G
130505;0;1126607,45;20420,35;8361095,91;47288,5;G
131770;0;2457909,17;34372,17;6220062,19;170598,35;G
132603;0;13433425,75;498480,17;10788620,18;3092709,14;C
133236;0;40661958,93;573823,45;169396384,6;574623,45;A
133642;0;3516493,7;231714,58;5651036,01;484686,53;G
133651;0;3338905,57;147625,19;17009594,4;728036,91;A
134307;0;2040553,34;57739,63;5961162,95;325348,74;C
134408;0;6805650,53;191548,36;36356868,71;503708,95;G
134864;0;2269804,04;48738,71;8235254,2;256776,41;G
134981;0;7922729,22;287934,44;17499252,12;4086934,44;C
135261;0;3482862,47;180152,66;5407001,86;2441916,17;G
135577;0;3157136,29;411521,95;8620457,37;506247,7;G
138401;0;20303297;-11878,54;24378091,7;13272533,34;A
138591;0;9475401,81;320691,7;6737433,25;333596,22;M
140030;0;1458869,98;488371,11;75777133,98;530600,34;B
145390;0;6220678,47;131926,42;62839015,47;144426,42;G
146565;0;1910748,49;4017,47;9886693,37;20206,12;G
148419;1;16335529,24;451748,55;7663042,94;451748,55;F
150167;0;4208276,07;-178841,72;11529669,72;598553,3;G
150496;0;9718786,93;1234052,78;12836132,27;4850018,96;G
150672;0;7312413,19;451077,16;5378734,68;943757,23;G
150742;0;5642339,24;80038,93;6514069,31;799551,37;L
150825;0;30141846;1197639;43277153;12189005;F
151255;0;3644832,23;62897,85;7563372,49;296970,44;G
151436;0;3872944,45;867985,63;10486121,95;984387,3;G
151640;0;15463984,78;1023242,96;38411539,52;2849854,09;G
151679;0;2130912,3;315536,05;5509365,81;848909,84;G
152098;0;4279104,94;369244,24;17382402,01;531642,77;I
152226;0;1946455,57;74301,87;32343019,66;158873,46;G
153022;0;4824936,65;135328,82;8302512,57;3550999,04;A
153323;0;2934169,43;109152,22;5248129,67;747273,14;H
153452;1;9204797,26;576962,43;8156141,99;1297303,63;G
153751;0;1926214,72;922665,28;5765709,34;987843,84;A
153802;0;3473636,96;63322,81;5780465,64;529647,35;G
154060;0;2349373,67;50153,52;7786493,15;915178,18;G
154476;0;83937995,91;18630942,15;33621438,93;75281590,69;F
155300;0;1793245,96;157204,6;6095977,73;188392,64;G
155650;0;4662378;396826,87;8163921,87;540354,69;C
155767;0;4290804,18;275695,77;6010063,4;411669,08;B
156260;0;3023299,04;-171692,49;6708886,54;511416,93;I
156447;1;8050782,11;1819442,53;20012222,45;4119819,78;G
156534;0;22162956,32;1671751,92;33017080,33;5598798,64;G
156811;1;88715355,31;11910470,17;298555309,8;34587549,09;G
157922;0;2831885,83;321737,32;7909899,06;892322,66;G
158305;0;3381660,69;426946,21;11003108,6;1069978,79;B
159374;1;1205250,48;37715,92;7502648,1;323802,37;G
159566;0;2982731,95;-66330,54;5597691,11;596598,39;I
159651;0;4300196,88;307055,6;11549011,29;1784180,1;G
159696;0;1928055,8;87404,1;5661003,69;494280,65;A
159841;1;78767914,08;6061397,92;41429410,47;35306078,32;B
159873;0;5488178,5;15434,77;6063046,77;579649,78;C
160343;0;3695980,85;49227,25;6624906,38;223297,21;G
160409;0;4962639,44;226278,56;6860787,85;1371408,23;G
160438;0;3613140,43;498093,92;11698673,36;1151982,25;G
161201;1;774260138;166176691,7;360197095,1;537741477,7;B
161368;0;7926344,42;987370,26;15752537,96;834735,49;G
161571;0;11339491,23;100154,22;17253561,83;171360,71;G
161660;0;4972017,05;33007,58;5668857,04;884721,76;G
161677;0;4877244,21;-296680,29;7134142,71;546697,28;K
161732;0;17952661,51;367850,18;11826535,15;374141,38;C
163325;0;7663134,84;440635,76;9901319,07;163636,44;G
163980;0;7806776,92;-199321,97;7885363,72;2943474,58;C
201380;0;1750920,15;101836,2;5480922,27;302027,86;G
