EXPEDIENTE;TIPO;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
710499;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;318105,02;47157,08;409629,72;5806,67
110042;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;318058,59;889,79;0;29,71
104525;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;317933,51;131819,65;282029,73;51288,67
53647;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MEDIANA;SOCIETARIO;7;317772,26;299267,55;839907,24;6859,01
41723;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;317600;80;0;0
72395;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;317510,23;220754,83;18575,4;-11693,37
78979;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;22;317305,28;265221,15;687379,39;32383,8
9231;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;317231,74;302807,33;58551;221,68
116109;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;23;317163,61;130239,41;610304,8;-3544,41
172425;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;317144,12;76776,91;402126,1;32356,16
134162;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;317136,14;317136,14;0;0
300190;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;317115,53;291338,52;1560029,94;16640,46
113068;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;317084,36;195318,09;17235,5;5528,38
126905;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;317079,84;203444,56;516976,81;4812,49
304179;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;317034,15;44580,12;958911,97;14195,95
66075;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;317012,78;309198,85;39594,24;4269,84
136673;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;316998,4;316998,4;187500;1998,4
58911;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;316966,35;8607,6;0;0
142773;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;1;316495,77;14360,83;15500;513,57
125961;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;316251,71;215866,36;382738,83;11709,46
126483;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;26;316231,72;93840,67;535222,6;24493,93
130238;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;316196,06;312950,68;476562,69;3096,8
130718;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;48;316072,87;111797,51;1358299,14;19345,32
119595;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;315966,61;286288,73;85912,15;1274,31
182765;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;315964,74;315964,74;0;0
119222;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;315853,91;272417,24;0;-8593,05
42455;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;315840,31;306451,29;15540;-7228,11
97856;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;2;315740,33;4089,14;0;0
9059;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;315695,01;237916,52;155946,09;-1612,25
706494;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;315660,45;126630,45;131018,36;0
23724;RESPONSABILIDAD LIMITADA;ELOY ALFARO;PEQUEÑA;SOCIETARIO;13;315649,61;157635,88;720179,66;14777,71
101204;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;13;315589,34;139843,12;547991,99;6440,91
108483;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;33;315443,43;282959,96;430100;16975,57
29134;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;47;315383,7;16555,54;721958,74;-3733,13
173131;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;315162,38;-105460,68;940860,15;-11203,83
177745;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;315143,98;57607,68;443406,76;56464,68
134751;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;315029,66;3194,21;59860;-2981,81
181719;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;314916,07;23349,91;178584,5;5854,75
98975;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;21;314901,45;72398,93;476140,7;0
82385;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;314847,87;183533,59;998602;14396,84
82595;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;13;314796,38;294073,04;441277,16;8874,29
104737;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;314791,08;309612,98;54166,07;1173,27
166438;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;10;314706,34;146870,65;153446,5;2919,28
97967;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;314667,83;306519,87;929875,92;-32406,18
81981;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;314657,38;161593,77;0;112176,47
112187;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;19;314486,91;260782,51;379348,05;27828,6
77900;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;314449,17;143642,1;201560,11;-3950,88
123258;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;314404,4;800;0;0
65117;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;314351,08;287115,61;0;0
714296;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;314328,43;378,53;23633,22;-107,75
120300;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;314305,42;302914,43;0;0
56532;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;314207,5;25060,81;731567,87;1386,64
80109;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;314140,09;110002,88;400996,59;21114,3
83314;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;314105,36;1386,37;18000;119,66
116423;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;313850,04;224553,28;10400;1223,67
99428;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;14;313838,05;162073,71;1973662,69;114511,65
132803;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;21;313752,27;-47952,43;435347,23;-20195,35
104967;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;313671,83;80643,48;192575,99;2053,51
109621;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;10;313651,82;87537;3409182,1;61690,08
164863;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;313490,55;113511,28;343022,82;0
140889;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;313459,62;91788,69;0;-20638,6
84366;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;17;313378,28;-191764,91;188009,66;-4806,88
115125;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;313297,05;43365,61;15941,73;127,96
76751;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;15;313221,65;147777,06;431839,02;2017,56
28546;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;313014,97;277425,43;349446,12;60279,71
310400;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;312922,37;1000;0;0
119431;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;312909,7;30117,24;443122,58;0
60071;ANÓNIMA;LOS LOJAS;PEQUEÑA;SOCIETARIO;6;312880,83;159288,91;248626,19;12528,58
130901;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;312679,13;14282,61;990366,5;3878,32
68631;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;312596,88;311451,04;18000;4138,59
57356;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;312514,19;38711,83;157458;401,11
123095;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;312383,83;800;0;0
40350;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;312168,3;284330,16;838227,16;25347,4
135176;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;7;312151,11;62780,98;2818415,31;3548,85
75709;ANÓNIMA;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;6;312056,03;305134,51;32640;336,55
78442;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;13;312028,99;215432,34;277275,5;5068,39
601145;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;23;312012,62;165402,62;834408,17;184897,46
174477;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;311856,04;23215,85;531590,32;0
20244;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;33;311813,56;11865,73;535771,29;3272,8
82724;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;311798,71;311798,71;0;0
700859;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;311666,43;6270,25;266965,01;4524,65
116987;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;311625,46;-1332,22;0;0
175281;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;1;311614,53;157713,98;237305,4;34288,54
303735;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;311604,3;-23016,7;84780;1857,61
107506;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;311551,94;118025,9;39541,8;586,51
144087;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;311524,85;154016,65;385904,23;41607,56
25207;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;311517,52;290870,3;36480;1091,16
62754;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;311513,84;43656,23;316180,46;21774,19
122791;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;311399,1;98228,22;491715,55;56292,98
131258;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;311358,57;54049,24;142838,14;3133,69
118123;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;27;311146,18;-12994,97;234869,2;-24819,21
77047;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;16;311077,61;186507,83;1157583,18;-8769,64
149113;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;310985,61;197442,28;481932,93;77501,08
128988;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;14;310885,01;23480,74;48035,16;1358,95
176291;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;310864,02;156796,3;611464,71;23349,32
139680;ANÓNIMA;SAN JACINTO DE YAGUACHI;MEDIANA;SOCIETARIO;21;310846,3;229420,83;1600289,34;-9014,84
63046;SUCURSAL EXTRANJERA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;17;310735,9;30385,78;648444,71;5220,78
175235;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;310701,96;-8232,19;0;-470,66
135910;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;7;310600,58;281398,66;148342,86;17685,41
719213;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;310460,4;19556,47;279629,19;18556,47
5758;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;310448,01;306593,56;61325,89;5676,67
147612;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;310327,51;-813,56;0;-2052,38
174848;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;310288,3;121851,81;663764,88;37357,77
101463;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;310261,99;190269,65;411104,98;16758,88
107094;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;310235,64;306529,94;0;0
68776;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;11;310181,34;239862,66;676094,24;14577,46
112082;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;8;310091,12;85677,47;273686,33;1530,83
133881;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;310035,16;109320,19;527664,08;35001,89
132093;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;34;309886,54;174024,11;1172292,15;20635,24
61518;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;309773,94;67923,1;595376,47;18554,95
57435;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;309768;309768;0;0
305955;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;309727,08;44702,27;497325,33;48546,32
176455;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;309713,57;4766,11;68745,25;3966,11
716710;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;309684,16;8484,25;549368,7;6484,25
16732;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;309676,39;149947,94;694526;10594,2
127335;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;15;309649,42;54390,47;1105606,28;594,42
131423;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;309420,76;41478,2;745425,84;3351,7
81003;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;309413,82;88631,9;19689,1;-14980,41
115459;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;309319,85;51543,47;284563,15;6515,4
60094;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;309256,55;1424,54;0;0
114247;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;309229,01;144908,23;423927,89;3987,59
5558;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;13;309200,27;216695,05;687109,09;0
128862;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;309114,69;70986,91;232963,2;2061,66
115646;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;309054,76;11951,1;10000;3722,22
121473;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;309039,5;183749,06;824514,86;6230,49
182705;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;308841,53;13935,04;848856,75;1039,31
129511;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;308793,48;189427,38;970001,58;48493,09
79022;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;308758,51;-58244,53;975708,15;-150698,51
122259;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;308577,4;27421,82;321851,58;2165,38
164378;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;308517,49;800;0;0
70699;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;308419,4;16967,99;10156,02;285,7
61817;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;308279,83;56524,51;111416,09;3192,72
117161;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;308123,6;120760,11;400733,32;-72545,95
82445;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;308106,77;26542,4;1848175,84;16395,12
106810;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;308097,44;161806,25;279951,44;0
703675;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;308056,66;14712,41;354459,19;2188,66
129536;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;3;307800,71;39510,29;2111397,58;7671,57
108313;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;307794,42;304967,47;188159,71;5571,73
170314;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;307788,8;48007,1;114000;46108,1
128796;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;307732,04;271236,19;352867,82;11047,76
173702;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;14;307650,01;54181,13;411450,51;12535,03
73480;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;307609,62;160294,38;240;-40415,25
102861;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;307487,92;241162,51;713095,78;54534,36
76459;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;307094,49;271605,29;160598,22;-4319,24
104738;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;307056,6;23719,26;13850,22;-1319,88
168922;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;307048,24;-13529,42;26752,25;1611,56
27612;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;306973,2;296213,86;45365,96;13845,42
122442;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;306928,34;305802,67;30575,67;1417,73
169827;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;306864,68;94496,22;38984,88;20187,05
713028;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;306775,6;-182,41;148518,43;9759,55
110569;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;306739,45;306739,45;919320,44;29008,69
704584;ANÓNIMA;ELOY ALFARO;MEDIANA;SOCIETARIO;6;306698,12;74250,09;1201221,85;30487,9
700563;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;306652,34;273840,96;106086,93;44574,51
702397;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;306625,48;26606,23;446253,35;16121,59
717814;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;306344,34;2359,32;39779,92;1559,32
129561;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;15;306337,18;13073,49;572309,08;797,31
123906;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;306324,45;305298,02;32748;-4368,51
120178;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;306323,53;207676,06;155458,01;26617,94
56725;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;306253,52;305914,91;46389,34;4581,97
123227;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;306175,34;7091,06;0;-3636,79
307496;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;306092,55;22950,63;453405,01;15908,51
119038;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;10;306033,99;73592,36;298405;4748,96
124989;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;34;305998,43;265280,54;671814,19;27834,44
306367;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;305985,55;42048,69;364410,34;40429,33
136614;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;305886,55;800;0;0
132565;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;305824,26;146862,61;859394,75;5829,3
104486;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;305644,07;104175,32;48900;8925,33
109600;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;305480,78;841,66;0;41,66
106591;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;16;305461,83;111970,31;840744,37;3358,83
2392;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;305301,58;11429,74;117537,6;-7203,78
28745;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;305282,52;116636,91;19600;-15440,83
714948;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;10;305271,71;7907,84;2299911,59;7107,84
135510;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;305213,77;137771,97;200356,28;6053,28
141483;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;305161,37;216928,83;315070,45;21697,76
711444;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;305144,77;184360,64;367796,39;186246,23
118664;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;305003,81;229318;590407,35;0
29847;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;304921,11;24006,37;301702,85;1706,37
119726;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;304664,97;292904,69;99642,96;56167,8
130628;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;304656,67;87668,6;306009,05;8731,28
708533;ANÓNIMA;EL TRIUNFO;PEQUEÑA;SOCIETARIO;8;304563,38;283062,23;193538,56;-182,22
128714;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;304502,7;35029,95;25833,6;-25717
600634;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;32;304481,34;17798,53;605085,49;7339,98
708014;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;12;304425,92;25312,58;900301,42;-22756,48
115305;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;304337,99;64507,05;330358,25;316,85
42818;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;304332,14;53391,29;877297,48;43951,5
170018;ANÓNIMA;ELOY ALFARO;PEQUEÑA;SOCIETARIO;4;304312,13;119294,22;323365,46;26467,42
23368;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;304294,71;55577,27;206363,09;931,18
62654;ANÓNIMA;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;21;304283,75;154608,45;597027,03;14250,81
22614;RESPONSABILIDAD LIMITADA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;304172,68;167470,51;903842,11;61469,09
74538;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;303842,33;106141,46;331055,31;14964,92
122202;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;303691,1;259705,74;152161,88;38983,56
717455;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;303678,49;15411,09;847450,79;14611,09
130223;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;4;303660,96;194699,45;1016187,86;13451,81
117719;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;50;303643,89;171075,41;1013655,32;15123,25
110499;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;9;303567,66;196937,48;300378,27;19260,04
131566;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;0;303520,98;3014,6;0;0
119227;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;303445,79;285788,1;586638,99;72674,83
175909;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;303380,02;7057,07;21208,6;386,77
127851;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;303363,52;141025,7;388145,04;79151,64
141974;ANÓNIMA;SAMBORONDÓN;MEDIANA;SOCIETARIO;49;303306,57;105721,55;1377248,31;1658,15
84762;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;303283,07;38970,56;22704,59;-12483,08
311839;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;303222,62;15149,21;290030;14149,21
166452;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;303211,36;155660,75;195438,04;495,09
167179;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;303205,77;274205,77;0;0
124759;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;303140,82;30419,25;684340,25;7032,08
135466;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;303130,38;3658,38;303116,2;-136897,21
70492;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;303076,31;299339,43;35370;5837,78
126214;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;302911,94;294177,73;964617,14;32026,14
300398;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;11;302824,82;-106564,81;461934,39;11419,82
302256;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;302584,03;49913,76;249285,05;16493,35
701721;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;302547,14;27168,95;0;1502,86
718611;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;302529,12;300800;0;0
56275;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;302378,68;19662,28;112376,62;673,84
103983;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;302313,66;116139,41;211639,5;0
67911;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;302238,27;56510,58;781529,39;215,33
709291;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;302212,7;300125,49;0;4340,13
107568;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;302123,91;104127;871646,18;64973,52
112028;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;6;301997,23;61943,76;1144181,1;0
26800;RESPONSABILIDAD LIMITADA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;301996;49776,52;0;0
304240;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;301947,15;48130,94;355056,89;8994,62
77840;ANÓNIMA;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;301940;296147,57;0;0
125326;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;20;301881,91;119855,96;701118,19;55870,4
130483;ANÓNIMA;GUAYAQUIL;MEDIANA;SOCIETARIO;11;301772,27;132408,08;886259,97;4081,82
129744;ANÓNIMA;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;301770,62;266209,39;502641,41;58773,72
