EXPEDIENTE;TIPO;RAMA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
701801;ANÓNIMA;C;NARANJAL;MICROEMPRESA;SOCIETARIO;4;4991,22;4896,26;11420,6;97,37
76980;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;11136,74;11136,4;96;94,46
300548;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;9476,4;7888,89;18075;93,93
175300;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1335,6;1335,6;13627,61;90,5
97864;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;6686,55;1289,27;4446,5;89,27
106410;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;23987,45;11561,19;6170;86,46
308629;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;1;2404,37;884,84;5868,64;84,84
307479;ANÓNIMA;S;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;901,84;879,44;4175,01;79,44
166344;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;51322,95;1983,04;17706,33;77,43
68655;ANÓNIMA;A;ROBERTO ASTUDILLO;MICROEMPRESA;SOCIETARIO;4;87655,63;32042,97;36697,27;77,42
706034;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;41350,29;2075,58;570;75,58
131241;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;140096,95;35109,61;62103,26;75,35
145014;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;7917,55;3646,64;0;72,84
119037;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;33701,91;12587,98;70204,21;72,24
76816;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1920;1920;18900;67,83
165752;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;10;148292,49;147371,43;58359,47;65,62
131345;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;517371,32;493883,63;0;64,59
170254;RESPONSABILIDAD LIMITADA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;2386,98;-33658,47;44979,1;64,2
121860;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;572971,6;450857,51;40500;63,78
142687;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;4879,27;910,35;52053,87;63,75
81718;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;289752,41;230662,41;0;58,74
106342;ANÓNIMA;I;GUAYAQUIL;PEQUEÑA;SOCIETARIO;11;282252,16;94811,73;172897,9;54,77
168395;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1873,02;1873,02;50;50
304539;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;25294,45;24904,99;127236,43;46,2
113475;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;342400;341100;15000;44,85
102082;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;23796,2;3101,24;0;44
125532;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;840;0;40
66115;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;13969,97;13958,22;1050,01;35,26
713982;ANÓNIMA;H;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;5;939,98;835,23;4570;35,23
60079;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;9477,2;9226,16;20122,17;34,65
164876;ANÓNIMA;H;NARANJITO;MICROEMPRESA;SOCIETARIO;4;910;910;0;30
714275;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;24997,34;799,73;359,64;29,73
709246;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;15834,26;826,72;1200;26,72
709563;ANÓNIMA;M;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;119178,71;858,95;176871,98;24,15
309057;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1030;1024;1099;24
20486;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21520,81;20321,45;21422;23,69
134628;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;3428,16;1224,03;16973,98;23,42
147544;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1921,68;-15098,33;60;22,5
706601;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1994,86;1994,86;95;20,4
97835;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;19996,64;15925,13;3754,1;19,92
311442;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;818,48;818,48;140;18,48
134994;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2037,93;1612,4;5600;15,05
307919;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;633,96;11,9;8,93
76056;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;5882,28;5882,28;5000;8,27
41131;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;12;73260;73257,8;250;7,8
711592;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;75034,96;75032,76;60;7,8
127658;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;142672,46;94706,17;15;7,69
82877;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1182397,09;-5193,39;0;5,71
136055;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5720,3;5720,3;56739,78;5,03
139237;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;28637,03;898,79;5174,45;3,31
23076;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;6891,83;6746,99;0;3,23
58178;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2880,19;1004,65;2400;2,22
306212;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;7449,55;-6422,96;800;1,33
715175;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4420,59;801,06;49,73;1,06
2491;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;236,66;236,66;0;0
4225;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;781,99;781,99;0;0
8674;ANÓNIMA;L;MILAGRO;MICROEMPRESA;SOCIETARIO;2;7349,38;4647,54;0;0
9294;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;45357,81;39318,02;14000;0
9412;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;508,95;508,95;0;0
9486;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;125703,89;3109,38;0;0
9683;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;2820,37;696,16;0;0
9818;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
11327;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;190285,66;190285,66;0;0
12109;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
19419;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;90323,8;90323,8;0;0
19522;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;156981,22;156981,22;0;0
19550;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;959,92;959,92;0;0
19762;ANÓNIMA;K;GUAYAQUIL;GRANDE;MERCADO DE VALORES;1;142644482,6;142634849,2;22429843,64;0
19996;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8355,46;3800,03;0;0
20664;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MEDIANA;SOCIETARIO;24;2014349,57;1621653,65;3440059,46;0
20713;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;8746,31;8746,31;0;0
20747;ANÓNIMA;C;GUAYAQUIL;MEDIANA;SOCIETARIO;22;914626,7;688103,29;1950440,79;0
21293;RESPONSABILIDAD LIMITADA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;17058,64;17058,64;0;0
21510;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;163353,49;108337,96;0;0
22367;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4292,86;4292,86;0;0
22408;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
22495;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;337935,8;1935,8;0;0
22842;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;14886,05;-4250,86;0;0
22843;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;160636,93;16153,33;0;0
23013;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;4329,7;4329,7;0;0
23042;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;2391,3;2391,3;0;0
25977;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;263653;19822,78;0;0
26429;RESPONSABILIDAD LIMITADA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;20922,56;20922,56;0;0
26649;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;193935,8;3709;0;0
26872;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;909,68;909,68;0;0
27510;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;4872,15;567,15;0;0
27844;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1710,19;1447,03;0;0
28378;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
28475;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3520,04;3520,04;0;0
28729;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
29534;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;91315,67;91315,67;0;0
29796;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1437320,67;559864,45;0;0
29840;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1140;1140;0;0
29889;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;903470,75;516208,95;0;0
29967;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;893358,51;491634,55;0;0
36883;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;32129,04;32129,04;0;0
40057;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;53740,38;3344,78;0;0
40078;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;20560;18670,3;0;0
40356;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;24099,21;23719,74;0;0
40358;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21000;20735,76;0;0
40359;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;17657,28;17303,28;0;0
40404;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1726,32;1726,32;0;0
40666;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;14660,69;13375,84;0;0
40857;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;809,6;800;0;0
40922;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;664,7;0;0
40980;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;0;0;0;0
41027;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;2427,39;2274;194455,51;0
41087;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;20000;17432,69;0;0
41147;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;14183,21;14097,38;165440;0
41176;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;7270,15;7270,15;0;0
41323;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;395862,19;394988,9;28000;0
41601;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;23317,02;12773,84;151500;0
41627;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;20000;19929,48;0;0
41635;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;22859;22338,57;0;0
41722;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;223844,95;223844,95;0;0
41920;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;40659,23;32223,71;0;0
42088;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;116478,11;113934,32;0;0
42191;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;275013,4;-15228,82;0;0
42417;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;4080;4080;0;0
42621;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
42711;ANÓNIMA;F;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;107836,8;19721,4;332774,24;0
43035;ANÓNIMA;L;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;6;190305,7;1232,32;0;0
43051;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1520;800;0;0
43083;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;110100;110000;0;0
43178;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8695,35;8695,35;0;0
43401;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;13392,57;8409,41;0;0
43438;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;40107,65;40107,65;0;0
43794;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;9119,94;9119,94;0;0
43836;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
43856;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;3634,55;3634,55;0;0
43859;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
44081;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;886000;853,56;0;0
44429;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11483,68;11483,68;0;0
44532;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;2400;2400;0;0
50753;RESPONSABILIDAD LIMITADA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;530,85;530,85;0;0
55031;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;107952,32;105824,81;20;0
55130;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1153,57;1153,57;0;0
55376;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;113800;3800;0;0
55624;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21146,35;20964,82;0;0
56001;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;54684,2;54684,2;0;0
56007;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
56163;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;202427,97;647,38;0;0
56468;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;0;0;0;0
56997;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;6374,59;6374,59;0;0
57836;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;19523,02;19367,82;28379,4;0
57895;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;1000;800;0;0
57904;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
58160;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;12274,36;12274,36;0;0
58911;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;316966,35;8607,6;0;0
60048;ANÓNIMA;H;SAMBORONDÓN;PEQUEÑA;SOCIETARIO;14;19022,66;9269,89;0;0
60292;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;76931,17;7445,23;0;0
60444;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
61315;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
61358;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;255650,4;800;0;0
61471;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
61636;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
61857;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;26000;26000;0;0
62476;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;11420;11420;89224,98;0
62746;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;262000;262000;0;0
62834;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;80;0
63117;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;0;0;0;0
63131;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
63355;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
63520;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;467860,08;1000;0;0
63556;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
63612;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5000;5000;0;0
63683;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
64283;SUCURSAL EXTRANJERA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2000;2000;0;0
64378;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;4344,44;4344,44;0;0
64649;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
64750;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;325846,27;800;0;0
65158;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
65224;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;10189,23;10189,23;0;0
65781;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
65794;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
66025;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;0;0;0;0
66275;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
66527;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1097,53;1097,53;0;0
67572;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3525,01;881,5;0;0
67654;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;112882,11;800;0;0
67760;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
67838;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;45301,19;42651,39;17000;0
67856;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3223,52;3123,52;0;0
67949;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;92009,39;92009,39;0;0
67973;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;99201,46;10109,73;0;0
68190;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
68377;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;0;0;0;0
69052;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;13791,12;800;0;0
69333;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;11;49117,28;49088,63;1200;0
69408;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;4000;4000;0;0
69511;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;2126;2126;0;0
69592;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;26000;26000;0;0
70000;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2800;2800;0;0
70149;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
70387;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;331199,25;296537,35;0;0
70557;ANÓNIMA;L;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;3;3509,98;3509,98;0;0
70578;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;260942,7;13263,11;0;0
71461;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1,47;1,47;0;0
71665;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;26222,78;2006,74;0;0
71854;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
71860;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;78745,43;22123,86;0;0
72117;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;2000;2000;0;0
72267;ANÓNIMA;A;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;16423,18;16405,49;0;0
72362;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
72614;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;238308,1;233009,18;0;0
72722;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;48871,75;47896,85;0;0
72895;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;21736,16;21736,16;0;0
73116;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2631,71;2631,71;0;0
73146;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;41793,23;1000;0;0
73302;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2329,49;2329,49;0;0
73740;RESPONSABILIDAD LIMITADA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;111000;3146,02;0;0
73938;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
74289;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
74316;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;22294,59;22294,59;0;0
74672;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
74702;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
75264;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;12936;12936;0;0
75326;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;343573,15;343573,15;0;0
75452;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1100;1100;0;0
75552;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3206,22;3206,22;0;0
75646;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;195564,88;195564,88;0;0
75702;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;211464,05;794;0;0
75761;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
75869;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
75886;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;47538,3;2947,51;0;0
76134;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;49365,91;49365,91;0;0
76137;ANÓNIMA;F;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;127760,91;127760,91;0;0
76185;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
76191;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;266996,54;266996,54;0;0
76375;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5000,1;4635;0;0
76415;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
76620;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;104064,48;103146,15;0;0
76715;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;2966,24;800;0;0
76967;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;420927,61;800;0;0
77312;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;244738,3;1770,42;0;0
77498;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;53259,13;7502,65;0;0
